item_purchased,category,purchase_amount_usd,location,size,color,season,discount_applied,promo_code_used,payment_method,created_at,updated_at
Shirt,Clothing,93,Tennessee,M,Teal,Summer,No,No,PayPal,2025-02-28 00:45:23,2025-02-28 00:45:23
Jewelry,Accessories,42,Tennessee,L,Cyan,Spring,Yes,Yes,Cash,2025-04-16 03:25:05,2025-04-16 03:25:05
Coat,Outerwear,93,Tennessee,L,Silver,Summer,Yes,Yes,Cash,2025-04-17 15:26:57,2025-04-17 15:26:57
Shoes,Footwear,75,Tennessee,M,Green,Winter,Yes,Yes,Cash,2025-03-25 20:12:54,2025-03-25 20:12:54
Sweater,Clothing,86,Tennessee,L,Silver,Spring,Yes,Yes,Venmo,2025-03-22 07:21:43,2025-03-22 07:21:43
Gloves,Accessories,41,Tennessee,L,Pink,Spring,Yes,Yes,Cash,2025-03-23 04:24:44,2025-03-23 04:24:44
Sandals,Footwear,23,Tennessee,XL,Teal,Winter,No,No,Bank Transfer,2025-02-26 11:39:38,2025-02-26 11:39:38
Jewelry,Accessories,31,Tennessee,M,Pink,Summer,Yes,Yes,Cash,2025-03-27 01:18:40,2025-03-27 01:18:40
Hoodie,Clothing,46,Tennessee,S,Teal,Winter,Yes,Yes,Debit Card,2025-02-21 07:04:01,2025-02-21 07:04:01
Handbag,Accessories,46,Tennessee,M,Charcoal,Fall,Yes,Yes,Bank Transfer,2025-02-15 08:41:07,2025-02-15 08:41:07
Jewelry,Accessories,37,Tennessee,L,Teal,Summer,No,No,PayPal,2025-03-08 12:44:14,2025-03-08 12:44:14
Sandals,Footwear,58,Tennessee,XL,Cyan,Fall,Yes,Yes,Cash,2025-04-03 20:57:25,2025-04-03 20:57:25
Shorts,Clothing,76,Tennessee,M,Maroon,Fall,Yes,Yes,Cash,2025-03-27 06:50:22,2025-03-27 06:50:22
Blouse,Clothing,25,Tennessee,M,Peach,Spring,No,No,Venmo,2025-04-27 04:21:27,2025-04-27 04:21:27
Backpack,Accessories,37,Tennessee,XL,Turquoise,Winter,Yes,Yes,Cash,2025-03-29 12:52:31,2025-03-29 12:52:31
Belt,Accessories,22,Tennessee,S,Gray,Spring,No,No,Bank Transfer,2025-02-12 02:16:27,2025-02-12 02:16:27
Jewelry,Accessories,97,Tennessee,S,Silver,Fall,No,No,Cash,2025-02-13 21:14:50,2025-02-13 21:14:50
Scarf,Accessories,65,Tennessee,S,Gold,Fall,No,No,Cash,2025-02-07 18:06:32,2025-02-07 18:06:32
Jeans,Clothing,98,Tennessee,L,Brown,Spring,No,No,Credit Card,2025-02-16 13:55:16,2025-02-16 13:55:16
Blouse,Clothing,79,Tennessee,S,Indigo,Fall,Yes,Yes,Venmo,2025-03-25 04:09:11,2025-03-25 04:09:11
Backpack,Accessories,50,Tennessee,M,Blue,Spring,Yes,Yes,Credit Card,2025-04-15 19:02:15,2025-04-15 19:02:15
Sandals,Footwear,43,Tennessee,L,Silver,Summer,No,No,PayPal,2025-04-20 19:02:14,2025-04-20 19:02:14
Sandals,Footwear,38,Tennessee,L,Lavender,Summer,No,No,PayPal,2025-03-07 08:52:19,2025-03-07 08:52:19
Skirt,Clothing,21,Tennessee,M,Black,Spring,Yes,Yes,Cash,2025-03-21 15:09:28,2025-03-21 15:09:28
Gloves,Accessories,34,Tennessee,L,Olive,Fall,No,No,Cash,2025-04-13 04:14:20,2025-04-13 04:14:20
Scarf,Accessories,97,Tennessee,S,Pink,Fall,No,No,Debit Card,2025-02-27 10:56:14,2025-02-27 10:56:14
Sandals,Footwear,23,Tennessee,XL,Red,Winter,Yes,Yes,Venmo,2025-03-24 23:13:35,2025-03-24 23:13:35
Gloves,Accessories,40,Tennessee,L,Turquoise,Spring,No,No,Debit Card,2025-02-15 01:01:16,2025-02-15 01:01:16
Pants,Clothing,62,Tennessee,M,Charcoal,Winter,Yes,Yes,Credit Card,2025-03-14 06:01:40,2025-03-14 06:01:40
Pants,Clothing,56,Tennessee,XL,Peach,Spring,Yes,Yes,Venmo,2025-02-14 22:50:24,2025-02-14 22:50:24
T-shirt,Clothing,32,Tennessee,L,Gold,Winter,No,No,Venmo,2025-03-12 23:33:20,2025-03-12 23:33:20
Socks,Clothing,90,Tennessee,M,Red,Spring,No,No,Bank Transfer,2025-03-07 01:54:39,2025-03-07 01:54:39
Handbag,Accessories,87,Tennessee,L,Cyan,Spring,No,No,PayPal,2025-03-10 08:35:45,2025-03-10 08:35:45
Scarf,Accessories,79,Tennessee,M,Violet,Summer,No,No,Bank Transfer,2025-02-21 07:21:06,2025-02-21 07:21:06
Blouse,Clothing,31,Tennessee,L,Gray,Winter,No,No,Debit Card,2025-02-11 14:53:41,2025-02-11 14:53:41
Jacket,Outerwear,30,Tennessee,L,Black,Winter,Yes,Yes,PayPal,2025-02-24 04:20:19,2025-02-24 04:20:19
Socks,Clothing,43,Tennessee,M,Silver,Fall,No,No,Debit Card,2025-02-20 22:25:49,2025-02-20 22:25:49
Shoes,Footwear,99,Tennessee,XL,Peach,Winter,No,No,PayPal,2025-04-06 10:31:21,2025-04-06 10:31:21
Belt,Accessories,21,Tennessee,XL,Charcoal,Winter,Yes,Yes,PayPal,2025-04-04 21:07:35,2025-04-04 21:07:35
Dress,Clothing,21,Tennessee,S,Charcoal,Fall,Yes,Yes,Venmo,2025-03-23 23:04:33,2025-03-23 23:04:33
Blouse,Clothing,47,Tennessee,S,Lavender,Spring,No,No,Debit Card,2025-02-07 14:22:00,2025-02-07 14:22:00
Pants,Clothing,83,Tennessee,M,Teal,Winter,Yes,Yes,Bank Transfer,2025-03-22 07:44:11,2025-03-22 07:44:11
Shoes,Footwear,36,Tennessee,XL,Magenta,Winter,Yes,Yes,PayPal,2025-02-06 12:14:59,2025-02-06 12:14:59
Hat,Accessories,54,Tennessee,M,Silver,Spring,Yes,Yes,PayPal,2025-02-01 00:24:45,2025-02-01 00:24:45
Sunglasses,Accessories,92,Tennessee,S,Pink,Fall,Yes,Yes,Bank Transfer,2025-03-03 02:25:56,2025-03-03 02:25:56
Backpack,Accessories,89,Tennessee,M,Indigo,Summer,Yes,Yes,Debit Card,2025-02-21 00:30:49,2025-02-21 00:30:49
Sneakers,Footwear,52,Tennessee,L,Gold,Summer,No,No,Debit Card,2025-03-24 21:01:17,2025-03-24 21:01:17
Sandals,Footwear,44,Tennessee,L,Black,Winter,Yes,Yes,Venmo,2025-04-23 22:06:58,2025-04-23 22:06:58
Hat,Accessories,44,Tennessee,M,Beige,Summer,Yes,Yes,Debit Card,2025-04-05 03:20:15,2025-04-05 03:20:15
Sandals,Footwear,41,Tennessee,M,Gray,Spring,No,No,Bank Transfer,2025-04-09 09:54:33,2025-04-09 09:54:33
Coat,Outerwear,23,Tennessee,M,Yellow,Winter,No,No,Cash,2025-04-25 22:09:19,2025-04-25 22:09:19
Jacket,Outerwear,98,Tennessee,L,Turquoise,Spring,No,No,Cash,2025-03-28 10:10:47,2025-03-28 10:10:47
T-shirt,Clothing,94,Tennessee,L,Black,Spring,No,No,Cash,2025-03-23 08:29:53,2025-03-23 08:29:53
Hat,Accessories,98,Tennessee,XL,Brown,Fall,No,No,Cash,2025-03-25 12:36:36,2025-03-25 12:36:36
Sunglasses,Accessories,64,Tennessee,M,Turquoise,Summer,No,No,Credit Card,2025-04-18 06:27:02,2025-04-18 06:27:02
Sneakers,Footwear,36,Tennessee,L,Orange,Summer,Yes,Yes,Credit Card,2025-03-06 07:04:58,2025-03-06 07:04:58
Sweater,Clothing,76,Tennessee,S,Maroon,Fall,No,No,Credit Card,2025-04-11 22:18:29,2025-04-11 22:18:29
Belt,Accessories,42,Tennessee,L,Green,Fall,Yes,Yes,Bank Transfer,2025-03-30 01:23:59,2025-03-30 01:23:59
T-shirt,Clothing,33,Tennessee,M,Blue,Summer,Yes,Yes,Debit Card,2025-02-26 18:44:49,2025-02-26 18:44:49
Belt,Accessories,57,Tennessee,L,Yellow,Spring,No,No,Cash,2025-01-31 14:43:49,2025-01-31 14:43:49
Pants,Clothing,87,Tennessee,XL,Pink,Fall,Yes,Yes,Venmo,2025-02-18 06:23:40,2025-02-18 06:23:40
Gloves,Accessories,67,Tennessee,M,Maroon,Fall,No,No,Venmo,2025-04-03 08:27:10,2025-04-03 08:27:10
Gloves,Accessories,97,Tennessee,S,Cyan,Summer,No,No,Cash,2025-03-23 12:43:42,2025-03-23 12:43:42
Backpack,Accessories,25,Tennessee,L,Indigo,Spring,Yes,Yes,PayPal,2025-02-24 02:01:37,2025-02-24 02:01:37
Jewelry,Accessories,74,Tennessee,M,Gold,Fall,Yes,Yes,Cash,2025-03-10 10:50:10,2025-03-10 10:50:10
Scarf,Accessories,58,Tennessee,M,Violet,Spring,Yes,Yes,Bank Transfer,2025-03-30 20:35:50,2025-03-30 20:35:50
Sandals,Footwear,73,Tennessee,M,Lavender,Fall,Yes,Yes,PayPal,2025-02-10 19:33:22,2025-02-10 19:33:22
Socks,Clothing,55,Tennessee,XL,Magenta,Spring,No,No,Debit Card,2025-03-10 06:28:07,2025-03-10 06:28:07
Shoes,Footwear,26,Tennessee,M,Turquoise,Spring,Yes,Yes,Venmo,2025-03-08 20:40:08,2025-03-08 20:40:08
Hat,Accessories,32,Tennessee,XL,Charcoal,Winter,Yes,Yes,Debit Card,2025-03-20 04:39:10,2025-03-20 04:39:10
Shoes,Footwear,35,Tennessee,L,Brown,Winter,Yes,Yes,Venmo,2025-03-18 07:59:19,2025-03-18 07:59:19
Scarf,Accessories,29,Tennessee,S,Olive,Spring,Yes,Yes,Bank Transfer,2025-03-04 11:05:56,2025-03-04 11:05:56
Skirt,Clothing,38,Tennessee,M,Yellow,Fall,No,No,Credit Card,2025-04-08 23:55:08,2025-04-08 23:55:08
Blouse,Clothing,21,Tennessee,XL,Indigo,Summer,No,No,Bank Transfer,2025-02-05 10:19:28,2025-02-05 10:19:28
Sunglasses,Accessories,98,Tennessee,M,Maroon,Fall,Yes,Yes,PayPal,2025-02-02 13:54:17,2025-02-02 13:54:17
Blouse,Clothing,23,Tennessee,S,Pink,Spring,Yes,Yes,PayPal,2025-03-09 04:31:01,2025-03-09 04:31:01
T-shirt,Clothing,79,Tennessee,XL,Yellow,Summer,Yes,Yes,Debit Card,2025-04-21 01:08:24,2025-04-21 01:08:24
Blouse,Clothing,46,Tennessee,M,Lavender,Fall,Yes,Yes,PayPal,2025-02-24 08:26:57,2025-02-24 08:26:57
Blouse,Clothing,87,Tennessee,M,Beige,Winter,No,No,Debit Card,2025-02-14 21:11:34,2025-02-14 21:11:34
Shoes,Footwear,74,Tennessee,S,Orange,Winter,No,No,Venmo,2025-04-23 21:10:44,2025-04-23 21:10:44
Blouse,Clothing,51,Tennessee,L,Gold,Winter,No,No,Credit Card,2025-02-14 12:22:16,2025-02-14 12:22:16
Jewelry,Accessories,29,Tennessee,L,Cyan,Summer,No,No,Venmo,2025-03-05 02:27:28,2025-03-05 02:27:28
Backpack,Accessories,90,Tennessee,M,Cyan,Winter,No,No,Credit Card,2025-04-05 23:07:18,2025-04-05 23:07:18
Hoodie,Clothing,83,Tennessee,S,Brown,Winter,Yes,Yes,Cash,2025-02-22 20:30:43,2025-02-22 20:30:43
Skirt,Clothing,36,Tennessee,L,Black,Winter,No,No,Debit Card,2025-02-20 01:25:20,2025-02-20 01:25:20
Pants,Clothing,69,Tennessee,M,Lavender,Winter,Yes,Yes,Cash,2025-03-07 03:44:26,2025-03-07 03:44:26
Belt,Accessories,100,Tennessee,L,Gold,Fall,No,No,Cash,2025-04-11 05:05:52,2025-04-11 05:05:52
Shorts,Clothing,65,Tennessee,M,Maroon,Fall,No,No,Debit Card,2025-04-22 07:59:24,2025-04-22 07:59:24
Handbag,Accessories,29,Tennessee,M,Olive,Summer,Yes,Yes,Debit Card,2025-02-02 04:44:16,2025-02-02 04:44:16
Hat,Accessories,95,Tennessee,XL,Indigo,Fall,No,No,PayPal,2025-02-14 05:38:44,2025-02-14 05:38:44
Blouse,Clothing,44,Tennessee,M,Maroon,Winter,Yes,Yes,Venmo,2025-04-26 14:47:50,2025-04-26 14:47:50
Socks,Clothing,94,Tennessee,M,Violet,Spring,No,No,PayPal,2025-03-24 17:00:48,2025-03-24 17:00:48
Coat,Outerwear,42,Tennessee,M,Teal,Summer,Yes,Yes,PayPal,2025-03-20 23:40:19,2025-03-20 23:40:19
Sandals,Footwear,67,Tennessee,L,Violet,Summer,No,No,Cash,2025-04-13 13:37:04,2025-04-13 13:37:04
Skirt,Clothing,88,Tennessee,M,Gray,Summer,Yes,Yes,Debit Card,2025-02-02 23:04:09,2025-02-02 23:04:09
Shorts,Clothing,48,Tennessee,L,Magenta,Summer,No,No,Bank Transfer,2025-01-31 15:02:58,2025-01-31 15:02:58
Shoes,Footwear,52,Tennessee,M,Red,Spring,No,No,Credit Card,2025-04-27 09:59:48,2025-04-27 09:59:48
T-shirt,Clothing,56,Tennessee,M,Yellow,Fall,No,No,Debit Card,2025-04-14 22:03:40,2025-04-14 22:03:40
Gloves,Accessories,39,Tennessee,S,Silver,Fall,Yes,Yes,Bank Transfer,2025-04-07 14:46:28,2025-04-07 14:46:28
Gloves,Accessories,24,Tennessee,L,Blue,Fall,No,No,Credit Card,2025-02-13 09:20:06,2025-02-13 09:20:06
Shoes,Footwear,49,Tennessee,M,White,Spring,No,No,Bank Transfer,2025-03-14 06:09:54,2025-03-14 06:09:54
Handbag,Accessories,77,Tennessee,XL,Red,Fall,No,No,PayPal,2025-04-24 16:47:38,2025-04-24 16:47:38
Socks,Clothing,53,Tennessee,M,Violet,Winter,No,No,Cash,2025-04-24 08:49:07,2025-04-24 08:49:07
Shoes,Footwear,65,Tennessee,L,Teal,Summer,Yes,Yes,Venmo,2025-01-31 05:08:30,2025-01-31 05:08:30
Sneakers,Footwear,22,Tennessee,M,Magenta,Winter,Yes,Yes,Credit Card,2025-04-08 01:48:22,2025-04-08 01:48:22
Dress,Clothing,45,Tennessee,M,Cyan,Summer,Yes,Yes,Bank Transfer,2025-01-30 22:38:40,2025-01-30 22:38:40
Scarf,Accessories,75,Tennessee,M,Purple,Winter,Yes,Yes,Credit Card,2025-04-28 22:17:04,2025-04-28 22:17:04
Jacket,Outerwear,77,Tennessee,L,Turquoise,Fall,No,No,Credit Card,2025-03-08 21:24:33,2025-03-08 21:24:33
Sunglasses,Accessories,90,Tennessee,M,Purple,Fall,No,No,PayPal,2025-04-27 23:00:15,2025-04-27 23:00:15
Shorts,Clothing,91,Tennessee,S,Teal,Winter,Yes,Yes,Credit Card,2025-03-04 11:08:33,2025-03-04 11:08:33
Sunglasses,Accessories,31,Tennessee,L,Orange,Winter,Yes,Yes,Credit Card,2025-02-25 18:10:06,2025-02-25 18:10:06
T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,No,No,Debit Card,2025-02-27 20:03:05,2025-02-27 20:03:05
Scarf,Accessories,72,Tennessee,L,Orange,Fall,Yes,Yes,Debit Card,2025-04-06 02:42:47,2025-04-06 02:42:47
Coat,Outerwear,38,Tennessee,M,Cyan,Spring,Yes,Yes,Cash,2025-02-17 08:16:15,2025-02-17 08:16:15
Sneakers,Footwear,39,Tennessee,S,Silver,Winter,Yes,Yes,Bank Transfer,2025-04-18 02:40:39,2025-04-18 02:40:39
Sandals,Footwear,66,Tennessee,L,Pink,Spring,No,No,Cash,2025-03-24 12:13:25,2025-03-24 12:13:25
Sunglasses,Accessories,32,Tennessee,M,Olive,Summer,Yes,Yes,Debit Card,2025-04-27 15:12:54,2025-04-27 15:12:54
Sweater,Clothing,40,Tennessee,M,Olive,Summer,Yes,Yes,Bank Transfer,2025-04-29 04:17:36,2025-04-29 04:17:36
Pants,Clothing,62,Tennessee,M,Blue,Winter,Yes,Yes,PayPal,2025-02-16 00:59:06,2025-02-16 00:59:06
Handbag,Accessories,63,Tennessee,L,Magenta,Fall,No,No,Credit Card,2025-04-26 08:42:38,2025-04-26 08:42:38
T-shirt,Clothing,93,Tennessee,M,Indigo,Spring,Yes,Yes,Credit Card,2025-02-03 13:39:13,2025-02-03 13:39:13
Shorts,Clothing,72,Tennessee,M,Lavender,Spring,No,No,Debit Card,2025-02-01 21:20:05,2025-02-01 21:20:05
Coat,Outerwear,40,Tennessee,S,White,Winter,Yes,Yes,Debit Card,2025-04-25 06:58:51,2025-04-25 06:58:51
Sweater,Clothing,62,Tennessee,M,Purple,Fall,Yes,Yes,PayPal,2025-04-26 22:59:30,2025-04-26 22:59:30
Jacket,Outerwear,92,Tennessee,XL,Lavender,Fall,No,No,Credit Card,2025-02-12 15:05:05,2025-02-12 15:05:05
Socks,Clothing,75,Tennessee,L,Brown,Winter,No,No,Credit Card,2025-03-11 04:21:10,2025-03-11 04:21:10
Shorts,Clothing,88,Tennessee,XL,White,Fall,No,No,Debit Card,2025-03-15 19:55:22,2025-03-15 19:55:22
Sneakers,Footwear,81,Tennessee,M,Charcoal,Summer,No,No,Bank Transfer,2025-04-17 18:31:27,2025-04-17 18:31:27
Skirt,Clothing,40,Tennessee,M,Maroon,Winter,No,No,Credit Card,2025-03-27 20:51:01,2025-03-27 20:51:01
Shoes,Footwear,51,Tennessee,S,Green,Fall,Yes,Yes,Credit Card,2025-04-10 01:27:58,2025-04-10 01:27:58
Coat,Outerwear,64,Tennessee,XL,Gold,Winter,Yes,Yes,Venmo,2025-03-15 00:30:04,2025-03-15 00:30:04
Skirt,Clothing,57,Tennessee,L,Peach,Spring,No,No,Debit Card,2025-03-29 17:06:08,2025-03-29 17:06:08
Blouse,Clothing,28,Tennessee,M,Peach,Spring,No,No,Debit Card,2025-04-06 12:55:33,2025-04-06 12:55:33
Blouse,Clothing,72,Tennessee,L,Indigo,Winter,No,No,Credit Card,2025-04-06 18:15:46,2025-04-06 18:15:46
Blouse,Clothing,82,Tennessee,M,Charcoal,Spring,No,No,Venmo,2025-01-30 12:55:45,2025-01-30 12:55:45
Dress,Clothing,91,Tennessee,M,Cyan,Winter,No,No,Venmo,2025-02-08 08:52:43,2025-02-08 08:52:43
Skirt,Clothing,94,Tennessee,M,Teal,Summer,Yes,Yes,Debit Card,2025-03-04 02:19:12,2025-03-04 02:19:12
Boots,Footwear,64,Tennessee,M,Gold,Spring,No,No,PayPal,2025-02-04 21:18:08,2025-02-04 21:18:08
Jeans,Clothing,24,Tennessee,M,Orange,Spring,No,No,Bank Transfer,2025-03-05 20:03:07,2025-03-05 20:03:07
Sandals,Footwear,39,Tennessee,M,Purple,Summer,Yes,Yes,Cash,2025-03-06 10:15:07,2025-03-06 10:15:07
Backpack,Accessories,30,Tennessee,M,Indigo,Summer,No,No,Cash,2025-04-23 03:57:41,2025-04-23 03:57:41
Handbag,Accessories,51,Tennessee,M,Violet,Spring,No,No,PayPal,2025-03-22 09:29:07,2025-03-22 09:29:07
Jacket,Outerwear,97,Tennessee,M,Beige,Summer,No,No,Bank Transfer,2025-04-03 22:11:22,2025-04-03 22:11:22
Shirt,Clothing,83,Tennessee,S,Yellow,Winter,No,No,Bank Transfer,2025-04-20 04:38:20,2025-04-20 04:38:20
Sunglasses,Accessories,80,Tennessee,M,Purple,Summer,Yes,Yes,Cash,2025-03-11 03:44:03,2025-03-11 03:44:03
Skirt,Clothing,25,Tennessee,S,Magenta,Spring,Yes,Yes,Bank Transfer,2025-01-30 13:24:48,2025-01-30 13:24:48
Backpack,Accessories,21,Tennessee,L,Silver,Summer,Yes,Yes,Credit Card,2025-02-25 01:13:03,2025-02-25 01:13:03
Blouse,Clothing,53,Tennessee,L,Gray,Winter,Yes,Yes,Credit Card,2025-04-13 14:56:45,2025-04-13 14:56:45
Belt,Accessories,41,Tennessee,L,Red,Spring,Yes,Yes,Cash,2025-04-21 12:15:08,2025-04-21 12:15:08
Shorts,Clothing,81,Tennessee,L,Maroon,Fall,No,No,Credit Card,2025-03-03 00:05:11,2025-03-03 00:05:11
Boots,Footwear,56,Tennessee,L,Silver,Summer,Yes,Yes,PayPal,2025-02-25 19:54:15,2025-02-25 19:54:15
Handbag,Accessories,33,Tennessee,M,Green,Winter,No,No,Debit Card,2025-04-23 13:11:02,2025-04-23 13:11:02
T-shirt,Clothing,76,Tennessee,M,Yellow,Winter,No,No,Credit Card,2025-03-02 23:08:43,2025-03-02 23:08:43
Sneakers,Footwear,72,Tennessee,S,Blue,Spring,No,No,Venmo,2025-03-30 01:22:28,2025-03-30 01:22:28
Blouse,Clothing,96,Tennessee,S,Purple,Spring,No,No,Cash,2025-02-24 14:21:53,2025-02-24 14:21:53
Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,No,No,Cash,2025-02-08 04:35:02,2025-02-08 04:35:02
Shirt,Clothing,73,Tennessee,M,Black,Spring,Yes,Yes,Credit Card,2025-03-16 11:20:47,2025-03-16 11:20:47
Hoodie,Clothing,73,Tennessee,L,Silver,Winter,No,No,Bank Transfer,2025-04-23 10:26:05,2025-04-23 10:26:05
T-shirt,Clothing,99,Tennessee,M,Charcoal,Spring,Yes,Yes,Bank Transfer,2025-03-27 00:49:21,2025-03-27 00:49:21
Coat,Outerwear,69,Tennessee,S,Olive,Summer,No,No,Cash,2025-02-18 04:02:02,2025-02-18 04:02:02
Backpack,Accessories,63,Tennessee,L,Peach,Fall,No,No,PayPal,2025-04-01 18:32:33,2025-04-01 18:32:33
Shirt,Clothing,40,Tennessee,M,Orange,Spring,No,No,PayPal,2025-04-09 12:04:08,2025-04-09 12:04:08
Backpack,Accessories,76,Tennessee,L,Gold,Spring,No,No,Cash,2025-02-28 05:41:57,2025-02-28 05:41:57
Hat,Accessories,64,Tennessee,L,White,Fall,No,No,Bank Transfer,2025-03-21 16:30:37,2025-03-21 16:30:37
Handbag,Accessories,55,Tennessee,L,Blue,Fall,Yes,Yes,Debit Card,2025-04-01 17:30:50,2025-04-01 17:30:50
Blouse,Clothing,67,Tennessee,XL,Violet,Winter,No,No,Bank Transfer,2025-02-13 19:22:46,2025-02-13 19:22:46
Sunglasses,Accessories,86,Tennessee,XL,Beige,Spring,Yes,Yes,Credit Card,2025-04-27 02:40:16,2025-04-27 02:40:16
Sandals,Footwear,46,Tennessee,L,Lavender,Fall,No,No,Bank Transfer,2025-03-11 23:25:48,2025-03-11 23:25:48
Shirt,Clothing,57,Tennessee,L,Olive,Winter,No,No,Venmo,2025-04-28 12:16:21,2025-04-28 12:16:21
Boots,Footwear,25,Tennessee,M,Gray,Winter,No,No,Venmo,2025-02-16 10:28:01,2025-02-16 10:28:01
Hoodie,Clothing,22,Tennessee,M,Olive,Winter,Yes,Yes,PayPal,2025-03-14 21:38:39,2025-03-14 21:38:39
Boots,Footwear,94,Tennessee,M,White,Fall,Yes,Yes,Venmo,2025-02-14 07:15:18,2025-02-14 07:15:18
Shorts,Clothing,28,Tennessee,M,Black,Spring,No,No,Bank Transfer,2025-01-31 07:09:27,2025-01-31 07:09:27
Sunglasses,Accessories,95,Tennessee,S,Red,Summer,Yes,Yes,PayPal,2025-02-20 18:44:58,2025-02-20 18:44:58
Belt,Accessories,45,Tennessee,S,Orange,Summer,No,No,Credit Card,2025-03-07 15:39:31,2025-03-07 15:39:31
Hat,Accessories,29,Tennessee,XL,Indigo,Spring,No,No,PayPal,2025-03-10 03:59:18,2025-03-10 03:59:18
Gloves,Accessories,88,Tennessee,XL,Gray,Summer,Yes,Yes,PayPal,2025-04-20 03:08:30,2025-04-20 03:08:30
Gloves,Accessories,88,Tennessee,M,Green,Fall,No,No,PayPal,2025-03-28 13:36:15,2025-03-28 13:36:15
Dress,Clothing,58,Tennessee,L,Maroon,Spring,Yes,Yes,Debit Card,2025-03-10 11:08:12,2025-03-10 11:08:12
Jewelry,Accessories,20,Tennessee,M,Red,Spring,Yes,Yes,Cash,2025-04-29 06:15:51,2025-04-29 06:15:51
Boots,Footwear,50,Tennessee,M,Purple,Summer,No,No,Bank Transfer,2025-03-26 15:17:15,2025-03-26 15:17:15
Pants,Clothing,25,Tennessee,S,Turquoise,Summer,Yes,Yes,Debit Card,2025-02-28 09:48:23,2025-02-28 09:48:23
Hat,Accessories,62,Tennessee,XL,Peach,Fall,No,No,Cash,2025-04-02 13:43:02,2025-04-02 13:43:02
Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,Yes,Yes,Venmo,2025-03-15 23:23:36,2025-03-15 23:23:36
Coat,Outerwear,91,Tennessee,L,Beige,Winter,No,No,Credit Card,2025-04-19 15:37:05,2025-04-19 15:37:05
Jeans,Clothing,26,Tennessee,XL,Purple,Winter,Yes,Yes,Cash,2025-04-21 00:44:42,2025-04-21 00:44:42
Sandals,Footwear,90,Tennessee,M,Maroon,Spring,Yes,Yes,PayPal,2025-03-04 10:17:12,2025-03-04 10:17:12
Blouse,Clothing,99,Tennessee,M,Maroon,Winter,No,No,Cash,2025-03-21 23:16:01,2025-03-21 23:16:01
Hoodie,Clothing,28,Tennessee,L,Brown,Spring,Yes,Yes,Credit Card,2025-02-23 06:58:55,2025-02-23 06:58:55
Shorts,Clothing,22,Tennessee,M,Magenta,Fall,No,No,Bank Transfer,2025-03-27 18:05:09,2025-03-27 18:05:09
Shoes,Footwear,99,Tennessee,M,Green,Spring,Yes,Yes,Credit Card,2025-04-29 15:39:15,2025-04-29 15:39:15
Boots,Footwear,41,Tennessee,M,Yellow,Winter,Yes,Yes,PayPal,2025-04-15 06:44:08,2025-04-15 06:44:08
Socks,Clothing,77,Tennessee,L,Yellow,Fall,Yes,Yes,Cash,2025-03-04 08:15:22,2025-03-04 08:15:22
Skirt,Clothing,36,Tennessee,S,Magenta,Summer,No,No,Bank Transfer,2025-02-07 23:06:12,2025-02-07 23:06:12
Socks,Clothing,24,Tennessee,L,Black,Spring,No,No,PayPal,2025-04-27 08:14:37,2025-04-27 08:14:37
Backpack,Accessories,24,Tennessee,M,Olive,Fall,No,No,Bank Transfer,2025-03-06 10:17:26,2025-03-06 10:17:26
Shorts,Clothing,80,Tennessee,M,Indigo,Spring,No,No,Venmo,2025-02-25 18:35:11,2025-02-25 18:35:11
Hat,Accessories,77,Tennessee,M,Olive,Fall,No,No,Venmo,2025-02-27 20:08:43,2025-02-27 20:08:43
Handbag,Accessories,40,Tennessee,L,Brown,Winter,Yes,Yes,Bank Transfer,2025-03-15 10:55:18,2025-03-15 10:55:18
Shorts,Clothing,30,Tennessee,L,Pink,Spring,No,No,Bank Transfer,2025-04-26 10:48:12,2025-04-26 10:48:12
Boots,Footwear,50,Tennessee,M,Peach,Winter,Yes,Yes,PayPal,2025-04-29 03:17:41,2025-04-29 03:17:41
Dress,Clothing,27,Tennessee,L,Turquoise,Spring,No,No,Cash,2025-02-26 00:30:53,2025-02-26 00:30:53
Pants,Clothing,81,Tennessee,S,Indigo,Summer,Yes,Yes,Cash,2025-03-02 23:59:53,2025-03-02 23:59:53
Gloves,Accessories,58,Tennessee,M,Silver,Spring,No,No,Bank Transfer,2025-03-17 10:10:03,2025-03-17 10:10:03
Hat,Accessories,95,Tennessee,M,Gold,Summer,No,No,Credit Card,2025-01-31 02:51:12,2025-01-31 02:51:12
Sandals,Footwear,47,Tennessee,L,Teal,Fall,Yes,Yes,PayPal,2025-02-15 02:38:57,2025-02-15 02:38:57
Sandals,Footwear,64,Tennessee,XL,Gray,Winter,No,No,Cash,2025-04-24 14:07:43,2025-04-24 14:07:43
Handbag,Accessories,46,Tennessee,L,Green,Winter,Yes,Yes,Debit Card,2025-02-02 00:43:40,2025-02-02 00:43:40
Jacket,Outerwear,24,Tennessee,M,Red,Fall,Yes,Yes,Debit Card,2025-02-08 11:11:05,2025-02-08 11:11:05
Skirt,Clothing,47,Tennessee,L,Pink,Spring,No,No,Cash,2025-03-09 05:21:14,2025-03-09 05:21:14
Sunglasses,Accessories,79,Tennessee,L,Lavender,Winter,Yes,Yes,Credit Card,2025-04-06 04:22:41,2025-04-06 04:22:41
